NUTS_ID,NUTS_NAME,country,year,infra_km,pop_density,expenditure_mEUR,mean_elevation_m,elevation_std,dist_to_river_km
DED5,DED5,DE,2019,1306.53,383.04,3885.27,135.36,35.01,101.63
DED5,DED5,DE,2020,1291.41,380.26,4047.64,135.36,35.01,26.15
DED5,DED5,DE,2021,1266.75,376.59,4197.43,135.36,35.01,140.51
DEC0,DEC0,DE,2015,1020.26,196.08,3429.93,314.86,79.11,122.58
DEC0,DEC0,DE,2016,1098.21,214.27,3579.99,314.86,79.11,134.58
DEC0,DEC0,DE,2017,1061.59,192.42,3740.05,314.86,79.11,50.85
DEC0,DEC0,DE,2018,1117.22,182.09,3836.58,314.86,79.11,12.62
DEC0,DEC0,DE,2019,1125.21,194.63,3874.73,314.86,79.11,0.76
DEC0,DEC0,DE,2020,1104.42,180.47,4067.66,314.86,79.11,33.64
DEC0,DEC0,DE,2021,1149.39,183.83,4159.29,314.86,79.11,48.81
DK05,DK05,DK,2015,1329.15,1285.07,2579.08,21.92,20.33,14.05
DK05,DK05,DK,2016,1262.91,1275.52,2602.7,21.92,20.33,94.67
DK05,DK05,DK,2017,1309.73,1289.75,2705.97,21.92,20.33,86.54
DK05,DK05,DK,2018,1287.64,1295.66,2659.67,21.92,20.33,3.65
DK05,DK05,DK,2019,1372.06,1291.68,2806.47,21.92,20.33,141.07
DK05,DK05,DK,2020,1351.93,1316.18,2834.25,21.92,20.33,57.76
DK05,DK05,DK,2021,1391.88,1310.69,2974.22,21.92,20.33,25.42
DE23,DE23,DE,2015,1190.46,1041.29,3499.16,491.92,99.02,92.25
DE23,DE23,DE,2016,1231.29,1055.89,3639.84,491.92,99.02,105.37
DE23,DE23,DE,2017,1243.43,1046.85,3654.07,491.92,99.02,121.4
DE23,DE23,DE,2018,1232.45,1068.45,3806.9,491.92,99.02,75.23
DE23,DE23,DE,2019,1261.35,1076.84,3967.22,491.92,99.02,105.3
DE23,DE23,DE,2020,1254.04,1078.14,3957.56,491.92,99.02,14.1
DE23,DE23,DE,2021,1213.93,1076.77,4124.03,491.92,99.02,69.84
DED2,DED2,DE,2015,791.94,889.71,3545.92,236.35,125.42,19.06
DED2,DED2,DE,2016,835.85,900.19,3623.69,236.35,125.42,12.8
DED2,DED2,DE,2017,758.72,903.83,3668.38,236.35,125.42,81.1
DED2,DED2,DE,2018,845.56,916.14,3806.46,236.35,125.42,48.44
DED2,DED2,DE,2019,825.73,905.7,3953.07,236.35,125.42,65.85
DED2,DED2,DE,2020,797.13,933.41,3998.48,236.35,125.42,37.54
DED2,DED2,DE,2021,818.56,938.92,4140.18,236.35,125.42,99.03
DE50,DE50,DE,2015,1297.73,910.15,3467.26,6.09,7.0,53.4
DE50,DE50,DE,2016,1253.55,948.69,3595.24,6.09,7.0,71.02
DE50,DE50,DE,2017,1245.18,932.07,3638.57,6.09,7.0,59.78
DE50,DE50,DE,2018,1331.93,952.46,3799.28,6.09,7.0,93.88
DE50,DE50,DE,2019,1284.15,955.49,3910.96,6.09,7.0,98.8
DE50,DE50,DE,2020,1304.53,949.09,4047.55,6.09,7.0,86.32
DE50,DE50,DE,2021,1326.87,968.97,4058.04,6.09,7.0,68.74
DE22,DE22,DE,2015,1109.56,594.24,3460.33,485.67,163.0,10.68
DE22,DE22,DE,2016,1145.06,589.74,3565.1,485.67,163.0,104.51
DE22,DE22,DE,2017,1118.92,606.34,3716.32,485.67,163.0,110.26
DE22,DE22,DE,2018,1121.76,609.07,3833.29,485.67,163.0,121.03
DE22,DE22,DE,2019,1130.42,603.05,3916.31,485.67,163.0,55.8
DE22,DE22,DE,2020,1142.73,617.84,4092.83,485.67,163.0,113.18
DE22,DE22,DE,2021,1160.69,622.23,4120.98,485.67,163.0,48.01
DE25,DE25,DE,2015,1101.77,39.28,3484.96,413.16,73.31,142.59
DE25,DE25,DE,2016,1144.28,46.87,3506.61,413.16,73.31,49.3
DE25,DE25,DE,2017,1084.27,47.98,3740.54,413.16,73.31,118.74
DE25,DE25,DE,2018,1087.46,36.49,3701.2,413.16,73.31,133.16
DE25,DE25,DE,2019,1172.31,28.51,3894.38,413.16,73.31,21.45
DE25,DE25,DE,2020,1148.37,50.52,3993.52,413.16,73.31,123.28
DE25,DE25,DE,2021,1146.83,32.41,4131.54,413.16,73.31,12.73
DEF0,DEF0,DE,2015,1333.93,1414.74,3480.8,23.1,20.75,116.57
DEF0,DEF0,DE,2016,1300.62,1444.74,3581.1,23.1,20.75,70.3
DEF0,DEF0,DE,2017,1375.08,1439.37,3659.6,23.1,20.75,111.91
DEF0,DEF0,DE,2018,1403.48,1444.15,3733.42,23.1,20.75,130.29
DEF0,DEF0,DE,2019,1376.86,1452.61,3911.08,23.1,20.75,11.07
DEF0,DEF0,DE,2020,1429.88,1458.02,4128.98,23.1,20.75,104.36
DEF0,DEF0,DE,2021,1441.34,1486.12,4081.57,23.1,20.75,87.65
DE14,DE14,DE,2015,1065.92,929.4,3461.5,617.45,122.27,69.55
DE14,DE14,DE,2016,1077.98,924.38,3500.58,617.45,122.27,122.07
DE14,DE14,DE,2017,1068.24,938.19,3725.55,617.45,122.27,136.64
DE14,DE14,DE,2018,1089.99,966.63,3840.71,617.45,122.27,129.91
DE14,DE14,DE,2019,1074.13,968.35,3886.99,617.45,122.27,148.09
DE14,DE14,DE,2020,1097.33,950.27,4032.24,617.45,122.27,126.32
DE14,DE14,DE,2021,1096.24,964.78,4181.82,617.45,122.27,62.22
DK03,DK03,DK,2015,1151.64,1299.84,2486.59,33.43,25.34,115.35
DK03,DK03,DK,2016,1155.45,1290.3,2490.33,33.43,25.34,100.76
DK03,DK03,DK,2017,1192.43,1297.45,2697.18,33.43,25.34,17.03
DK03,DK03,DK,2018,1195.17,1339.76,2713.56,33.43,25.34,127.83
DK03,DK03,DK,2019,1245.97,1346.39,2870.11,33.43,25.34,131.5
DK03,DK03,DK,2020,1180.36,1329.59,2931.32,33.43,25.34,31.94
DK03,DK03,DK,2021,1248.84,1349.37,2843.46,33.43,25.34,58.84
DED4,DED4,DE,2015,1124.52,550.44,3495.17,463.82,170.23,59.48
DED4,DED4,DE,2016,1169.37,541.4,3595.48,463.82,170.23,38.74
DED4,DED4,DE,2017,1175.1,544.61,3699.32,463.82,170.23,73.89
DED4,DED4,DE,2018,1196.17,529.04,3799.56,463.82,170.23,19.33
DED4,DED4,DE,2019,1171.52,549.79,3863.45,463.82,170.23,27.28
DED4,DED4,DE,2020,1207.49,545.9,4117.94,463.82,170.23,25.85
DED4,DED4,DE,2021,1186.77,546.18,4080.29,463.82,170.23,26.55
AT33,AT33,AT,2015,219.97,578.77,3814.48,1727.39,632.64,5.9
AT33,AT33,AT,2016,243.41,573.96,3969.66,1727.39,632.64,112.24
AT33,AT33,AT,2017,211.62,559.41,4012.69,1727.39,632.64,55.57
AT33,AT33,AT,2018,303.71,564.4,4124.53,1727.39,632.64,112.12
AT33,AT33,AT,2019,168.98,576.07,4285.8,1727.39,632.64,76.75
AT33,AT33,AT,2020,207.83,573.89,4460.81,1727.39,632.64,36.37
AT33,AT33,AT,2021,165.56,568.33,4427.89,1727.39,632.64,3.01
DE26,DE26,DE,2015,900.3,521.57,3535.55,317.27,100.73,118.38
DE26,DE26,DE,2016,902.92,507.19,3714.93,317.27,100.73,111.82
DE26,DE26,DE,2017,968.77,499.37,3691.44,317.27,100.73,42.57
DE26,DE26,DE,2018,989.41,499.17,3710.01,317.27,100.73,147.98
DE26,DE26,DE,2019,984.97,500.8,3938.59,317.27,100.73,15.27
DE26,DE26,DE,2020,952.19,511.05,3996.09,317.27,100.73,42.76
DE26,DE26,DE,2021,962.73,520.32,4078.39,317.27,100.73,61.56
CZ04,CZ04,CZ,2015,1010.46,1295.18,458.49,476.62,204.61,25.63
CZ04,CZ04,CZ,2016,1038.99,1309.53,535.51,476.62,204.61,42.0
CZ04,CZ04,CZ,2017,1081.86,1307.33,474.49,476.62,204.61,48.55
CZ04,CZ04,CZ,2018,1051.79,1293.06,435.65,476.62,204.61,91.59
CZ04,CZ04,CZ,2019,1044.33,1333.36,388.13,476.62,204.61,23.15
CZ04,CZ04,CZ,2020,1147.17,1317.36,476.4,476.62,204.61,20.16
CZ04,CZ04,CZ,2021,1061.57,1350.04,467.6,476.62,204.61,38.2
DE11,DE11,DE,2015,1242.43,876.83,3451.62,399.67,122.22,52.33
DE11,DE11,DE,2016,1236.57,906.95,3620.62,399.67,122.22,126.27
DE11,DE11,DE,2017,1291.08,913.94,3680.36,399.67,122.22,30.24
DE11,DE11,DE,2018,1246.31,911.88,3832.88,399.67,122.22,78.46
DE11,DE11,DE,2019,1299.1,928.29,3894.14,399.67,122.22,58.87
DE11,DE11,DE,2020,1272.75,937.09,3981.37,399.67,122.22,45.21
DE11,DE11,DE,2021,1225.53,928.78,4203.76,399.67,122.22,34.83
CZ08,CZ08,CZ,2015,962.47,826.81,459.26,444.63,188.63,17.53
CZ08,CZ08,CZ,2016,952.11,834.27,389.6,444.63,188.63,119.1
CZ08,CZ08,CZ,2017,944.52,839.03,559.5,444.63,188.63,134.08
CZ08,CZ08,CZ,2018,951.28,840.86,404.01,444.63,188.63,111.59
CZ08,CZ08,CZ,2019,950.77,841.66,447.32,444.63,188.63,114.37
CZ08,CZ08,CZ,2020,974.23,853.36,548.17,444.63,188.63,22.49
CZ08,CZ08,CZ,2021,980.7,856.76,450.34,444.63,188.63,108.01
DE13,DE13,DE,2015,1115.48,815.49,3429.24,578.77,268.88,27.24
DE13,DE13,DE,2016,1101.2,835.7,3551.67,578.77,268.88,142.09
DE13,DE13,DE,2017,1037.19,834.26,3644.68,578.77,268.88,75.88
DE13,DE13,DE,2018,1111.7,836.05,3894.81,578.77,268.88,138.37
DE13,DE13,DE,2019,1146.34,831.79,3934.02,578.77,268.88,86.44
DE13,DE13,DE,2020,1099.24,862.68,4024.38,578.77,268.88,138.84
DE13,DE13,DE,2021,1153.34,838.03,4113.64,578.77,268.88,147.73
DEG0,DEG0,DE,2015,1422.78,608.94,3470.13,365.66,144.78,120.43
DEG0,DEG0,DE,2016,1446.7,590.37,3584.72,365.66,144.78,52.04
DEG0,DEG0,DE,2017,1454.05,613.27,3784.41,365.66,144.78,33.69
DEG0,DEG0,DE,2018,1415.51,618.19,3805.37,365.66,144.78,62.84
DEG0,DEG0,DE,2019,1423.77,620.43,3945.26,365.66,144.78,87.09
DEG0,DEG0,DE,2020,1446.9,630.95,3975.23,365.66,144.78,149.53
DEG0,DEG0,DE,2021,1486.55,654.57,4122.89,365.66,144.78,10.06
AT32,AT32,AT,2015,390.26,1343.38,3785.37,1406.25,593.83,5.48
AT32,AT32,AT,2016,450.83,1344.79,3996.52,1406.25,593.83,66.11
AT32,AT32,AT,2017,297.65,1375.07,3937.81,1406.25,593.83,23.29
AT32,AT32,AT,2018,389.82,1366.81,4148.36,1406.25,593.83,40.61
AT32,AT32,AT,2019,400.66,1365.0,4357.85,1406.25,593.83,3.81
AT32,AT32,AT,2020,403.09,1375.12,4380.16,1406.25,593.83,33.3
AT32,AT32,AT,2021,393.13,1396.81,4442.55,1406.25,593.83,2.96
CZ02,CZ02,CZ,2015,1066.66,272.02,456.37,369.69,120.2,14.92
CZ02,CZ02,CZ,2016,1105.69,276.26,445.07,369.69,120.2,59.58
CZ02,CZ02,CZ,2017,1099.56,276.28,476.76,369.69,120.2,43.97
CZ02,CZ02,CZ,2018,1052.59,306.16,396.51,369.69,120.2,56.95
CZ02,CZ02,CZ,2019,1088.9,274.36,501.5,369.69,120.2,93.62
CZ02,CZ02,CZ,2020,1161.5,269.65,396.15,369.69,120.2,142.27
CZ02,CZ02,CZ,2021,1118.45,287.32,516.4,369.69,120.2,130.27
DK04,DK04,DK,2015,1311.79,1200.15,2481.39,39.47,27.55,40.3
DK04,DK04,DK,2016,1390.5,1216.53,2527.62,39.47,27.55,125.24
DK04,DK04,DK,2017,1326.43,1216.01,2650.67,39.47,27.55,25.75
DK04,DK04,DK,2018,1303.21,1227.36,2808.1,39.47,27.55,124.46
DK04,DK04,DK,2019,1386.76,1230.42,2831.48,39.47,27.55,90.08
DK04,DK04,DK,2020,1348.24,1238.98,2848.97,39.47,27.55,57.47
DK04,DK04,DK,2021,1415.68,1233.65,2932.7,39.47,27.55,24.94
AT13,AT13,AT,2015,1061.54,906.55,3742.38,210.99,76.85,43.3
AT13,AT13,AT,2016,1106.38,908.39,3955.79,210.99,76.85,71.41
AT13,AT13,AT,2017,1024.09,926.72,4050.72,210.99,76.85,109.89
AT13,AT13,AT,2018,1105.48,911.16,4155.59,210.99,76.85,89.53
AT13,AT13,AT,2019,1078.04,942.41,4235.08,210.99,76.85,15.99
AT13,AT13,AT,2020,1113.76,932.13,4483.37,210.99,76.85,65.22
AT13,AT13,AT,2021,1117.5,947.12,4470.88,210.99,76.85,119.91
DE72,DE72,DE,2015,939.31,886.27,3479.09,317.32,104.51,137.6
DE72,DE72,DE,2016,880.95,895.75,3649.44,317.32,104.51,109.83
DE72,DE72,DE,2017,933.24,908.07,3755.0,317.32,104.51,103.84
DE72,DE72,DE,2018,925.15,913.27,3729.37,317.32,104.51,148.15
DE72,DE72,DE,2019,946.14,915.71,3920.83,317.32,104.51,27.09
DE72,DE72,DE,2020,981.55,917.22,4037.52,317.32,104.51,145.66
DE72,DE72,DE,2021,959.71,919.95,4154.01,317.32,104.51,129.31
EL41,EL41,EL,2015,886.72,1247.76,255.11,230.98,225.05,34.5
EL41,EL41,EL,2016,837.45,1265.81,273.52,230.98,225.05,47.29
EL41,EL41,EL,2017,881.37,1273.73,304.74,230.98,225.05,47.81
EL41,EL41,EL,2018,911.96,1268.33,235.79,230.98,225.05,3.66
EL41,EL41,EL,2019,912.09,1272.55,364.88,230.98,225.05,140.86
EL41,EL41,EL,2020,939.82,1271.13,294.46,230.98,225.05,94.13
EL41,EL41,EL,2021,837.19,1279.74,400.97,230.98,225.05,63.2
DE60,DE60,DE,2015,1071.6,170.06,3445.54,16.12,17.76,44.45
DE60,DE60,DE,2016,1000.26,172.35,3542.68,16.12,17.76,142.49
DE60,DE60,DE,2017,1089.23,195.18,3690.26,16.12,17.76,141.71
DE60,DE60,DE,2018,1148.52,179.62,3864.06,16.12,17.76,76.9
DE60,DE60,DE,2019,1138.34,180.79,3883.9,16.12,17.76,33.07
DE60,DE60,DE,2020,1116.84,181.86,3990.39,16.12,17.76,145.37
DE60,DE60,DE,2021,1105.62,203.21,4091.4,16.12,17.76,104.4
DE24,DE24,DE,2015,1093.23,354.2,3415.68,451.69,122.51,88.94
DE24,DE24,DE,2016,1090.37,355.58,3578.09,451.69,122.51,19.43
DE24,DE24,DE,2017,1144.13,358.55,3717.68,451.69,122.51,98.29
DE24,DE24,DE,2018,1112.15,358.5,3718.27,451.69,122.51,38.96
DE24,DE24,DE,2019,1110.99,358.88,4000.17,451.69,122.51,12.16
DE24,DE24,DE,2020,1180.6,350.37,3841.15,451.69,122.51,88.86
DE24,DE24,DE,2021,1144.69,357.84,4172.14,451.69,122.51,101.7
DE12,DE12,DE,2015,702.32,1326.28,3546.9,362.85,221.38,127.59
DE12,DE12,DE,2016,707.49,1334.12,3621.33,362.85,221.38,102.02
DE12,DE12,DE,2017,727.93,1347.4,3733.39,362.85,221.38,23.79
DE12,DE12,DE,2018,697.98,1331.84,3771.22,362.85,221.38,122.7
DE12,DE12,DE,2019,730.83,1347.07,3974.37,362.85,221.38,0.96
DE12,DE12,DE,2020,747.39,1338.49,4016.42,362.85,221.38,38.97
DE12,DE12,DE,2021,732.44,1366.44,4228.1,362.85,221.38,116.98
AT31,AT31,AT,2015,864.0,820.12,3826.67,610.64,303.29,94.89
AT31,AT31,AT,2016,890.07,829.27,3917.78,610.64,303.29,106.23
AT31,AT31,AT,2017,881.42,830.61,4006.47,610.64,303.29,51.88
AT31,AT31,AT,2018,887.92,834.67,4174.21,610.64,303.29,3.69
AT31,AT31,AT,2019,895.31,853.15,4266.95,610.64,303.29,102.49
AT31,AT31,AT,2020,868.81,837.54,4323.13,610.64,303.29,119.22
AT31,AT31,AT,2021,923.27,835.49,4534.42,610.64,303.29,12.36
DK01,DK01,DK,2015,1370.55,430.93,2479.28,32.5,30.87,62.96
DK01,DK01,DK,2016,1307.73,443.15,2603.66,32.5,30.87,34.49
DK01,DK01,DK,2017,1351.66,416.15,2705.48,32.5,30.87,129.65
DK01,DK01,DK,2018,1386.34,430.5,2721.3,32.5,30.87,116.49
DK01,DK01,DK,2019,1377.58,438.61,2804.73,32.5,30.87,114.15
DK01,DK01,DK,2020,1369.47,438.27,2919.33,32.5,30.87,72.23
DK01,DK01,DK,2021,1425.85,430.39,3021.45,32.5,30.87,30.08
BE10,BE10,BE,2015,1048.16,889.72,2948.95,67.4,33.57,46.55
BE10,BE10,BE,2016,1050.77,885.47,3062.37,67.4,33.57,71.99
BE10,BE10,BE,2017,1048.92,874.29,3198.49,67.4,33.57,104.25
BE10,BE10,BE,2018,1091.21,899.33,3248.71,67.4,33.57,15.74
BE10,BE10,BE,2019,1073.4,898.91,3281.45,67.4,33.57,92.72
BE10,BE10,BE,2020,1116.77,921.17,3385.0,67.4,33.57,52.59
BE10,BE10,BE,2021,1112.64,897.74,3504.21,67.4,33.57,85.13
BE31,BE31,BE,2015,1330.56,330.22,3027.81,113.1,30.39,4.74
BE31,BE31,BE,2016,1379.34,321.38,3090.69,113.1,30.39,120.26
BE31,BE31,BE,2017,1358.54,329.88,3133.71,113.1,30.39,12.02
BE31,BE31,BE,2018,1354.65,330.47,3240.02,113.1,30.39,96.54
BE31,BE31,BE,2019,1403.86,339.91,3349.26,113.1,30.39,12.24
BE31,BE31,BE,2020,1346.51,318.83,3459.75,113.1,30.39,74.73
BE31,BE31,BE,2021,1424.45,342.98,3540.08,113.1,30.39,34.27
DE73,DE73,DE,2015,919.7,1024.16,3408.04,341.49,106.71,130.24
DE73,DE73,DE,2016,939.79,1040.6,3503.0,341.49,106.71,55.66
DE73,DE73,DE,2017,893.78,1039.25,3753.31,341.49,106.71,65.79
DE73,DE73,DE,2018,926.7,1059.95,3724.05,341.49,106.71,88.85
DE73,DE73,DE,2019,921.7,1062.04,3979.45,341.49,106.71,109.97
DE73,DE73,DE,2020,959.96,1045.55,4031.38,341.49,106.71,73.84
DE73,DE73,DE,2021,948.2,1062.98,4101.4,341.49,106.71,66.8
DE91,DE91,DE,2015,685.63,893.94,3435.49,198.58,155.22,145.41
DE91,DE91,DE,2016,709.58,889.6,3651.6,198.58,155.22,19.63
DE91,DE91,DE,2017,670.91,906.07,3724.81,198.58,155.22,35.41
DE91,DE91,DE,2018,636.08,913.57,3792.74,198.58,155.22,37.31
DE91,DE91,DE,2019,742.73,930.53,3952.96,198.58,155.22,25.06
DE91,DE91,DE,2020,737.92,932.23,4075.92,198.58,155.22,120.85
DE91,DE91,DE,2021,716.61,934.8,4131.87,198.58,155.22,30.88
CZ05,CZ05,CZ,2015,926.29,111.76,423.32,435.13,173.46,5.9
CZ05,CZ05,CZ,2016,948.32,94.66,423.84,435.13,173.46,76.09
CZ05,CZ05,CZ,2017,975.13,114.7,463.29,435.13,173.46,68.21
CZ05,CZ05,CZ,2018,908.08,135.43,415.03,435.13,173.46,4.5
CZ05,CZ05,CZ,2019,992.63,117.66,419.21,435.13,173.46,30.28
CZ05,CZ05,CZ,2020,998.26,100.59,537.48,435.13,173.46,26.57
CZ05,CZ05,CZ,2021,994.47,116.32,521.23,435.13,173.46,141.69
EL30,EL30,EL,2015,967.23,936.42,330.75,236.62,240.2,4.56
EL30,EL30,EL,2016,922.13,943.58,232.73,236.62,240.2,98.83
EL30,EL30,EL,2017,945.32,960.09,237.6,236.62,240.2,15.99
EL30,EL30,EL,2018,964.5,945.91,320.29,236.62,240.2,110.77
EL30,EL30,EL,2019,986.47,950.66,359.81,236.62,240.2,49.05
EL30,EL30,EL,2020,983.89,963.47,356.03,236.62,240.2,65.34
EL30,EL30,EL,2021,980.62,960.95,334.58,236.62,240.2,81.67
CZ06,CZ06,CZ,2015,771.01,1039.38,313.05,425.95,156.64,35.63
CZ06,CZ06,CZ,2016,789.74,1048.53,441.82,425.95,156.64,100.23
CZ06,CZ06,CZ,2017,815.73,1052.9,558.58,425.95,156.64,56.97
CZ06,CZ06,CZ,2018,846.71,1076.29,435.87,425.95,156.64,51.19
CZ06,CZ06,CZ,2019,852.54,1056.38,388.93,425.95,156.64,87.03
CZ06,CZ06,CZ,2020,931.2,1082.78,517.82,425.95,156.64,107.72
CZ06,CZ06,CZ,2021,886.81,1088.36,510.51,425.95,156.64,36.52
AT34,AT34,AT,2015,446.98,153.17,3807.8,1333.66,617.73,42.73
AT34,AT34,AT,2016,463.82,164.78,3831.49,1333.66,617.73,91.55
AT34,AT34,AT,2017,450.9,161.91,4088.52,1333.66,617.73,62.03
AT34,AT34,AT,2018,439.27,171.06,4107.4,1333.66,617.73,78.77
AT34,AT34,AT,2019,464.14,167.49,4286.23,1333.66,617.73,85.1
AT34,AT34,AT,2020,493.83,173.6,4355.67,1333.66,617.73,94.97
AT34,AT34,AT,2021,458.12,176.43,4526.17,1333.66,617.73,122.88
DE27,DE27,DE,2015,869.27,319.8,3578.95,642.27,250.15,125.98
DE27,DE27,DE,2016,857.55,343.01,3633.57,642.27,250.15,41.22
DE27,DE27,DE,2017,853.35,334.22,3763.34,642.27,250.15,100.13
DE27,DE27,DE,2018,890.13,331.01,3916.84,642.27,250.15,25.2
DE27,DE27,DE,2019,854.39,346.84,3931.14,642.27,250.15,32.51
DE27,DE27,DE,2020,936.83,358.41,3938.34,642.27,250.15,58.64
DE27,DE27,DE,2021,916.7,342.96,4248.92,642.27,250.15,148.17
DE92,DE92,DE,2015,1138.92,635.17,3463.79,92.67,83.41,103.87
DE92,DE92,DE,2016,1182.79,616.14,3515.06,92.67,83.41,11.91
DE92,DE92,DE,2017,1202.23,618.76,3650.22,92.67,83.41,34.0
DE92,DE92,DE,2018,1179.35,625.69,3767.75,92.67,83.41,120.05
DE92,DE92,DE,2019,1209.57,633.1,3832.65,92.67,83.41,132.01
DE92,DE92,DE,2020,1234.07,655.03,3956.56,92.67,83.41,100.42
DE92,DE92,DE,2021,1194.81,653.67,4140.88,92.67,83.41,69.78
DE71,DE71,DE,2015,1035.86,1442.67,3445.44,244.63,131.81,30.14
DE71,DE71,DE,2016,1039.4,1445.28,3675.39,244.63,131.81,52.14
DE71,DE71,DE,2017,1068.21,1462.57,3731.41,244.63,131.81,139.08
DE71,DE71,DE,2018,1071.96,1444.77,3809.35,244.63,131.81,126.3
DE71,DE71,DE,2019,1121.94,1489.22,3930.11,244.63,131.81,13.37
DE71,DE71,DE,2020,1093.28,1476.83,4040.38,244.63,131.81,106.31
DE71,DE71,DE,2021,1137.14,1472.54,4053.37,244.63,131.81,13.15
AL02,AL02,AL,2015,637.94,461.14,1515.61,591.64,496.99,90.09
AL02,AL02,AL,2016,647.95,474.85,1684.52,591.64,496.99,127.71
AL02,AL02,AL,2017,628.98,477.72,1715.7,591.64,496.99,57.09
AL02,AL02,AL,2018,652.25,485.25,1743.99,591.64,496.99,60.45
AL02,AL02,AL,2019,634.27,486.98,1773.12,591.64,496.99,51.91
AL02,AL02,AL,2020,649.04,485.69,1855.48,591.64,496.99,129.3
AL02,AL02,AL,2021,659.62,486.09,1956.33,591.64,496.99,90.94
BE33,BE33,BE,2015,924.93,753.15,2966.32,312.45,161.17,55.13
BE33,BE33,BE,2016,933.36,768.16,2980.9,312.45,161.17,75.92
BE33,BE33,BE,2017,907.82,762.04,3153.27,312.45,161.17,96.12
BE33,BE33,BE,2018,952.51,762.43,3201.59,312.45,161.17,9.2
BE33,BE33,BE,2019,957.91,776.94,3413.9,312.45,161.17,8.72
BE33,BE33,BE,2020,937.58,778.78,3410.45,312.45,161.17,15.16
BE33,BE33,BE,2021,942.38,782.83,3526.78,312.45,161.17,76.41
DE80,DE80,DE,2015,962.32,917.83,3538.19,41.0,29.09,19.61
DE80,DE80,DE,2016,940.45,957.98,3570.86,41.0,29.09,62.12
DE80,DE80,DE,2017,918.52,958.21,3738.92,41.0,29.09,115.4
DE80,DE80,DE,2018,962.1,955.77,3786.12,41.0,29.09,38.97
DE80,DE80,DE,2019,971.89,956.77,3930.04,41.0,29.09,80.3
DE80,DE80,DE,2020,951.88,966.64,3917.18,41.0,29.09,126.65
DE80,DE80,DE,2021,1052.87,971.39,4073.27,41.0,29.09,22.51
BE23,BE23,BE,2015,1322.62,710.79,2900.9,18.29,22.27,68.92
BE23,BE23,BE,2016,1370.54,730.2,3128.14,18.29,22.27,65.64
BE23,BE23,BE,2017,1341.86,738.53,3136.08,18.29,22.27,5.76
BE23,BE23,BE,2018,1386.32,744.59,3320.45,18.29,22.27,134.27
BE23,BE23,BE,2019,1438.89,752.01,3417.44,18.29,22.27,10.0
BE23,BE23,BE,2020,1380.2,743.25,3433.25,18.29,22.27,102.03
BE23,BE23,BE,2021,1481.09,742.59,3527.49,18.29,22.27,10.69
BE25,BE25,BE,2015,1101.24,470.88,2948.73,15.53,14.46,99.21
BE25,BE25,BE,2016,1059.36,456.81,3085.15,15.53,14.46,114.66
BE25,BE25,BE,2017,1062.29,473.42,3122.63,15.53,14.46,93.7
BE25,BE25,BE,2018,1056.57,460.73,3263.98,15.53,14.46,116.2
BE25,BE25,BE,2019,1077.0,472.61,3447.62,15.53,14.46,6.29
BE25,BE25,BE,2020,1159.06,488.34,3466.1,15.53,14.46,98.47
BE25,BE25,BE,2021,1143.82,468.99,3476.3,15.53,14.46,139.21
BE22,BE22,BE,2015,1037.66,680.04,2926.42,60.57,28.9,141.46
